,Menu,Day,Promotion,Month,Total_Qty,Sales_Status,Year,Date
12788,Brownies,Saturday,Yes,4,20,Best Seller,2025,2025-04-12
12789,Espresso,Saturday,Yes,4,6,Less Popular,2025,2025-04-12
12790,Cinnamon Roll,Saturday,No,4,23,Best Seller,2025,2025-04-12
12791,Americano,Saturday,Yes,4,13,Less Popular,2025,2025-04-12
12792,Cookies,Saturday,No,4,21,Best Seller,2025,2025-04-12
12793,Red Velvet Cake,Saturday,Yes,4,18,Best Seller,2025,2025-04-12
12794,Tiramisu,Saturday,No,4,17,Best Seller,2025,2025-04-12
12795,French Fries,Saturday,No,4,30,Best Seller,2025,2025-04-12
12796,Tea Latte,Saturday,Yes,4,11,Best Seller,2025,2025-04-12
12797,Flat White,Saturday,No,4,13,Less Popular,2025,2025-04-12
12798,Cappuccino,Saturday,No,4,20,Less Popular,2025,2025-04-12
12799,Brownies,Saturday,No,4,23,Best Seller,2025,2025-04-12
12800,Red Velvet Latte,Saturday,No,4,19,Best Seller,2025,2025-04-12
12801,Cold Brew,Saturday,No,4,10,Less Popular,2025,2025-04-12
12802,Red Velvet Latte,Saturday,No,4,21,Best Seller,2025,2025-04-12
12803,Brownies,Saturday,No,4,21,Best Seller,2025,2025-04-12
12804,Sandwich,Saturday,No,4,21,Best Seller,2025,2025-04-12
12805,Donut,Saturday,No,4,28,Best Seller,2025,2025-04-12
12806,Mineral Water,Saturday,No,4,22,Best Seller,2025,2025-04-12
12807,Chicken Wings,Saturday,No,4,25,Best Seller,2025,2025-04-12
12808,Matcha Latte,Saturday,Yes,4,27,Best Seller,2025,2025-04-12
12809,Cookies,Saturday,No,4,24,Best Seller,2025,2025-04-12
12810,Red Velvet Cake,Saturday,Yes,4,19,Best Seller,2025,2025-04-12
12811,Red Velvet Cake,Saturday,No,4,17,Best Seller,2025,2025-04-12
12812,Cookies,Saturday,No,4,22,Best Seller,2025,2025-04-12
12813,Mocha,Saturday,No,4,18,Less Popular,2025,2025-04-12
12814,Cappuccino,Sunday,No,4,20,Less Popular,2025,2025-04-13
12815,Americano,Sunday,No,4,11,Less Popular,2025,2025-04-13
12816,Red Velvet Cake,Sunday,No,4,19,Best Seller,2025,2025-04-13
12817,Iced Latte,Sunday,No,4,25,Best Seller,2025,2025-04-13
12818,Iced Americano,Sunday,Yes,4,22,Less Popular,2025,2025-04-13
12819,Espresso,Sunday,No,4,5,Less Popular,2025,2025-04-13
12820,Tiramisu,Sunday,Yes,4,19,Best Seller,2025,2025-04-13
12821,Americano,Sunday,No,4,12,Less Popular,2025,2025-04-13
12822,Red Velvet Latte,Sunday,Yes,4,20,Best Seller,2025,2025-04-13
12823,Muffin,Sunday,Yes,4,21,Best Seller,2025,2025-04-13
12824,Tiramisu,Sunday,No,4,16,Best Seller,2025,2025-04-13
12825,Mocha,Sunday,No,4,15,Less Popular,2025,2025-04-13
12826,French Fries,Sunday,No,4,26,Best Seller,2025,2025-04-13
12827,Chicken Wings,Sunday,Yes,4,30,Best Seller,2025,2025-04-13
12828,Cinnamon Roll,Sunday,Yes,4,23,Best Seller,2025,2025-04-13
12829,Taro Latte,Sunday,Yes,4,20,Best Seller,2025,2025-04-13
12830,Americano,Sunday,No,4,12,Less Popular,2025,2025-04-13
12831,Lemon Tea,Sunday,No,4,25,Best Seller,2025,2025-04-13
12832,French Fries,Sunday,Yes,4,31,Best Seller,2025,2025-04-13
12833,Sandwich,Sunday,Yes,4,22,Best Seller,2025,2025-04-13
12834,Cookies,Sunday,No,4,26,Best Seller,2025,2025-04-13
12835,Flat White,Sunday,Yes,4,11,Less Popular,2025,2025-04-13
12836,French Fries,Sunday,No,4,29,Best Seller,2025,2025-04-13
12837,Americano,Sunday,No,4,9,Less Popular,2025,2025-04-13
12838,Espresso,Sunday,No,4,5,Less Popular,2025,2025-04-13
12839,Latte,Sunday,No,4,18,Less Popular,2025,2025-04-13
12840,Burger,Sunday,Yes,4,19,Best Seller,2025,2025-04-13
12841,Pain au Chocolat,Sunday,No,4,26,Best Seller,2025,2025-04-13
12842,Red Velvet Latte,Sunday,Yes,4,19,Best Seller,2025,2025-04-13
12843,Cappuccino,Sunday,No,4,20,Less Popular,2025,2025-04-13
12844,Iced Americano,Sunday,No,4,22,Less Popular,2025,2025-04-13
12845,Affogato,Sunday,No,4,9,Best Seller,2025,2025-04-13
12846,Peach Tea,Sunday,No,4,30,Best Seller,2025,2025-04-13
12847,Chicken Wings,Sunday,No,4,25,Best Seller,2025,2025-04-13
12848,Croissant,Sunday,No,4,33,Best Seller,2025,2025-04-13
12849,Burger,Sunday,No,4,26,Best Seller,2025,2025-04-13
12850,Spaghetti,Sunday,Yes,4,20,Best Seller,2025,2025-04-13
12851,Chocolate,Monday,Yes,4,17,Less Popular,2025,2025-04-14
12852,Cinnamon Roll,Monday,No,4,12,Less Popular,2025,2025-04-14
12853,Cheesecake,Monday,Yes,4,12,Best Seller,2025,2025-04-14
12854,Es Kopi Susu Gula Aren,Monday,No,4,32,Best Seller,2025,2025-04-14
12855,Matcha Latte,Monday,No,4,15,Less Popular,2025,2025-04-14
12856,Brownies,Monday,No,4,16,Less Popular,2025,2025-04-14
12857,Chicken Wings,Monday,No,4,16,Less Popular,2025,2025-04-14
12858,Chicken Wings,Monday,Yes,4,15,Best Seller,2025,2025-04-14
12859,Pain au Chocolat,Monday,No,4,16,Less Popular,2025,2025-04-14
12860,Cinnamon Roll,Monday,No,4,13,Less Popular,2025,2025-04-14
12861,Burger,Monday,Yes,4,11,Best Seller,2025,2025-04-14
12862,Flat White,Monday,No,4,11,Less Popular,2025,2025-04-14
12863,Cinnamon Roll,Monday,No,4,13,Less Popular,2025,2025-04-14
12864,Taro Latte,Monday,No,4,12,Less Popular,2025,2025-04-14
12865,Macchiato,Monday,No,4,14,Less Popular,2025,2025-04-14
12866,Red Velvet Latte,Monday,Yes,4,15,Less Popular,2025,2025-04-14
12867,Taro Latte,Monday,Yes,4,13,Less Popular,2025,2025-04-14
12868,Toast,Monday,Yes,4,19,Best Seller,2025,2025-04-14
12869,Affogato,Monday,Yes,4,7,Less Popular,2025,2025-04-14
12870,Matcha Latte,Monday,No,4,15,Less Popular,2025,2025-04-14
12871,Sandwich,Monday,No,4,13,Less Popular,2025,2025-04-14
12872,Pain au Chocolat,Monday,Yes,4,17,Best Seller,2025,2025-04-14
12873,Matcha Latte,Monday,No,4,14,Less Popular,2025,2025-04-14
12874,Red Velvet Cake,Monday,No,4,11,Less Popular,2025,2025-04-14
12875,Toast,Monday,Yes,4,20,Best Seller,2025,2025-04-14
12876,Affogato,Monday,Yes,4,6,Less Popular,2025,2025-04-14
12877,Americano,Tuesday,No,4,18,Less Popular,2025,2025-04-15
12878,Burger,Tuesday,No,4,15,Less Popular,2025,2025-04-15
12879,Vietnamese Coffee,Tuesday,No,4,15,Best Seller,2025,2025-04-15
12880,Americano,Tuesday,No,4,19,Less Popular,2025,2025-04-15
12881,Peach Tea,Tuesday,No,4,16,Less Popular,2025,2025-04-15
12882,Cappuccino,Tuesday,No,4,15,Less Popular,2025,2025-04-15
12883,Cheesecake,Tuesday,No,4,11,Less Popular,2025,2025-04-15
12884,Es Kopi Susu Gula Aren,Tuesday,No,4,27,Best Seller,2025,2025-04-15
12885,Macchiato,Tuesday,No,4,16,Less Popular,2025,2025-04-15
12886,Lychee Tea,Tuesday,No,4,21,Less Popular,2025,2025-04-15
12887,Mineral Water,Tuesday,Yes,4,17,Best Seller,2025,2025-04-15
12888,Es Kopi Susu Gula Aren,Tuesday,No,4,30,Best Seller,2025,2025-04-15
12889,Cookies,Tuesday,Yes,4,22,Best Seller,2025,2025-04-15
12890,Es Kopi Susu Gula Aren,Tuesday,Yes,4,40,Best Seller,2025,2025-04-15
12891,French Fries,Tuesday,No,4,20,Less Popular,2025,2025-04-15
12892,Cold Brew,Tuesday,Yes,4,24,Best Seller,2025,2025-04-15
12893,Tea Latte,Tuesday,No,4,8,Less Popular,2025,2025-04-15
12894,Cookies,Tuesday,Yes,4,20,Best Seller,2025,2025-04-15
12895,Tea Latte,Tuesday,No,4,8,Less Popular,2025,2025-04-15
12896,Tea Latte,Tuesday,Yes,4,9,Less Popular,2025,2025-04-15
12897,Espresso,Tuesday,No,4,9,Less Popular,2025,2025-04-15
12898,Cookies,Tuesday,Yes,4,21,Best Seller,2025,2025-04-15
12899,Cookies,Tuesday,Yes,4,22,Best Seller,2025,2025-04-15
12900,Cinnamon Roll,Tuesday,No,4,12,Less Popular,2025,2025-04-15
12901,Cheesecake,Tuesday,No,4,11,Less Popular,2025,2025-04-15
12902,Mocha,Wednesday,Yes,4,17,Less Popular,2025,2025-04-16
12903,Iced Americano,Wednesday,No,4,29,Best Seller,2025,2025-04-16
12904,French Fries,Wednesday,No,4,18,Less Popular,2025,2025-04-16
12905,Red Velvet Latte,Wednesday,No,4,11,Less Popular,2025,2025-04-16
12906,Mineral Water,Wednesday,Yes,4,16,Best Seller,2025,2025-04-16
12907,Cappuccino,Wednesday,Yes,4,22,Best Seller,2025,2025-04-16
12908,Peach Tea,Wednesday,No,4,16,Less Popular,2025,2025-04-16
12909,Iced Latte,Wednesday,No,4,28,Best Seller,2025,2025-04-16
12910,Cinnamon Roll,Wednesday,No,4,15,Less Popular,2025,2025-04-16
12911,French Fries,Wednesday,No,4,18,Less Popular,2025,2025-04-16
12912,Burger,Wednesday,Yes,4,17,Best Seller,2025,2025-04-16
12913,French Fries,Wednesday,Yes,4,24,Best Seller,2025,2025-04-16
12914,Muffin,Wednesday,Yes,4,21,Best Seller,2025,2025-04-16
12915,Red Velvet Cake,Wednesday,Yes,4,11,Less Popular,2025,2025-04-16
12916,Lychee Tea,Wednesday,Yes,4,31,Best Seller,2025,2025-04-16
12917,Mocha,Wednesday,Yes,4,15,Less Popular,2025,2025-04-16
12918,Cinnamon Roll,Wednesday,No,4,13,Less Popular,2025,2025-04-16
12919,Iced Latte,Wednesday,Yes,4,30,Best Seller,2025,2025-04-16
12920,Affogato,Wednesday,No,4,5,Less Popular,2025,2025-04-16
12921,Cheesecake,Wednesday,No,4,11,Less Popular,2025,2025-04-16
12922,Tiramisu,Wednesday,No,4,10,Less Popular,2025,2025-04-16
12923,Muffin,Wednesday,Yes,4,16,Best Seller,2025,2025-04-16
12924,Donut,Wednesday,No,4,19,Less Popular,2025,2025-04-16
12925,Americano,Wednesday,No,4,16,Less Popular,2025,2025-04-16
12926,Sandwich,Wednesday,No,4,12,Less Popular,2025,2025-04-16
12927,Mocha,Wednesday,Yes,4,16,Less Popular,2025,2025-04-16
12928,Espresso,Wednesday,No,4,9,Less Popular,2025,2025-04-16
12929,Red Velvet Cake,Wednesday,No,4,10,Less Popular,2025,2025-04-16
12930,Americano,Wednesday,Yes,4,25,Best Seller,2025,2025-04-16
12931,Pain au Chocolat,Wednesday,Yes,4,19,Best Seller,2025,2025-04-16
12932,Peach Tea,Wednesday,Yes,4,24,Best Seller,2025,2025-04-16
12933,Green Tea,Wednesday,No,4,14,Less Popular,2025,2025-04-16
12934,Mineral Water,Wednesday,No,4,10,Less Popular,2025,2025-04-16
12935,Croissant,Wednesday,Yes,4,15,Best Seller,2025,2025-04-16
12936,Iced Americano,Thursday,No,4,39,Best Seller,2025,2025-04-17
12937,Taro Latte,Thursday,Yes,4,13,Less Popular,2025,2025-04-17
12938,Toast,Thursday,Yes,4,18,Best Seller,2025,2025-04-17
12939,Chocolate,Thursday,No,4,18,Less Popular,2025,2025-04-17
12940,Es Kopi Susu Gula Aren,Thursday,No,4,33,Best Seller,2025,2025-04-17
12941,Tea Latte,Thursday,No,4,8,Less Popular,2025,2025-04-17
12942,Red Velvet Cake,Thursday,Yes,4,10,Less Popular,2025,2025-04-17
12943,Cookies,Thursday,Yes,4,22,Best Seller,2025,2025-04-17
12944,Tiramisu,Thursday,No,4,12,Less Popular,2025,2025-04-17
12945,Taro Latte,Thursday,Yes,4,12,Less Popular,2025,2025-04-17
12946,Peach Tea,Thursday,Yes,4,22,Best Seller,2025,2025-04-17
12947,Peach Tea,Thursday,Yes,4,21,Best Seller,2025,2025-04-17
12948,Espresso,Thursday,No,4,9,Less Popular,2025,2025-04-17
12949,Cookies,Thursday,No,4,14,Less Popular,2025,2025-04-17
12950,Matcha Latte,Thursday,No,4,13,Less Popular,2025,2025-04-17
12951,Brownies,Thursday,No,4,15,Less Popular,2025,2025-04-17
12952,Donut,Thursday,No,4,18,Less Popular,2025,2025-04-17
12953,Vietnamese Coffee,Thursday,No,4,14,Best Seller,2025,2025-04-17
12954,Toast,Thursday,Yes,4,20,Best Seller,2025,2025-04-17
12955,Lychee Tea,Thursday,Yes,4,35,Best Seller,2025,2025-04-17
12956,Americano,Thursday,No,4,17,Less Popular,2025,2025-04-17
12957,Mocha,Thursday,No,4,13,Less Popular,2025,2025-04-17
12958,Latte,Thursday,Yes,4,21,Less Popular,2025,2025-04-17
12959,Iced Americano,Thursday,No,4,28,Best Seller,2025,2025-04-17
12960,Tiramisu,Thursday,No,4,12,Less Popular,2025,2025-04-17
12961,Macchiato,Thursday,No,4,15,Less Popular,2025,2025-04-17
12962,Iced Americano,Thursday,No,4,34,Best Seller,2025,2025-04-17
12963,Es Kopi Susu Gula Aren,Thursday,No,4,33,Best Seller,2025,2025-04-17
12964,Cinnamon Roll,Thursday,Yes,4,16,Best Seller,2025,2025-04-17
12965,Taro Latte,Thursday,No,4,12,Less Popular,2025,2025-04-17
12966,Espresso,Thursday,No,4,10,Less Popular,2025,2025-04-17
12967,Mocha,Thursday,No,4,15,Less Popular,2025,2025-04-17
12968,Matcha Latte,Friday,Yes,4,17,Less Popular,2025,2025-04-18
12969,Iced Latte,Friday,No,4,27,Best Seller,2025,2025-04-18
12970,Chicken Wings,Friday,No,4,21,Best Seller,2025,2025-04-18
12971,Vietnamese Coffee,Friday,No,4,16,Best Seller,2025,2025-04-18
12972,Mineral Water,Friday,Yes,4,18,Best Seller,2025,2025-04-18
12973,Es Kopi Susu Gula Aren,Friday,No,4,29,Best Seller,2025,2025-04-18
12974,Iced Americano,Friday,No,4,28,Best Seller,2025,2025-04-18
12975,Peach Tea,Friday,No,4,19,Best Seller,2025,2025-04-18
12976,Tiramisu,Friday,No,4,15,Best Seller,2025,2025-04-18
12977,Toast,Friday,No,4,17,Less Popular,2025,2025-04-18
12978,Cinnamon Roll,Friday,Yes,4,20,Best Seller,2025,2025-04-18
12979,Green Tea,Friday,No,4,15,Best Seller,2025,2025-04-18
12980,Flat White,Friday,No,4,12,Less Popular,2025,2025-04-18
12981,Vietnamese Coffee,Friday,Yes,4,17,Best Seller,2025,2025-04-18
12982,Iced Latte,Friday,Yes,4,28,Best Seller,2025,2025-04-18
12983,Matcha Latte,Friday,No,4,14,Less Popular,2025,2025-04-18
12984,Es Kopi Susu Gula Aren,Friday,No,4,33,Best Seller,2025,2025-04-18
12985,Brownies,Friday,Yes,4,17,Best Seller,2025,2025-04-18
12986,Sandwich,Friday,No,4,15,Best Seller,2025,2025-04-18
12987,Croissant,Friday,Yes,4,20,Best Seller,2025,2025-04-18
12988,Espresso,Friday,Yes,4,11,Best Seller,2025,2025-04-18
12989,Latte,Friday,No,4,19,Less Popular,2025,2025-04-18
12990,Taro Latte,Friday,No,4,10,Less Popular,2025,2025-04-18
12991,Affogato,Friday,No,4,8,Less Popular,2025,2025-04-18
12992,Spaghetti,Friday,No,4,13,Best Seller,2025,2025-04-18
12993,Espresso,Friday,No,4,8,Less Popular,2025,2025-04-18
12994,Iced Latte,Friday,Yes,4,29,Best Seller,2025,2025-04-18
12995,Sandwich,Friday,Yes,4,17,Best Seller,2025,2025-04-18
12996,Cappuccino,Saturday,No,4,19,Less Popular,2025,2025-04-19
12997,Espresso,Saturday,No,4,6,Less Popular,2025,2025-04-19
12998,Mineral Water,Saturday,Yes,4,19,Best Seller,2025,2025-04-19
12999,Lychee Tea,Saturday,No,4,35,Best Seller,2025,2025-04-19
13000,Cold Brew,Saturday,No,4,14,Less Popular,2025,2025-04-19
13001,Cheesecake,Saturday,No,4,18,Best Seller,2025,2025-04-19
13002,Toast,Saturday,No,4,26,Best Seller,2025,2025-04-19
13003,Iced Americano,Saturday,No,4,24,Less Popular,2025,2025-04-19
13004,Chocolate,Saturday,No,4,20,Best Seller,2025,2025-04-19
13005,Spaghetti,Saturday,No,4,16,Best Seller,2025,2025-04-19
13006,Red Velvet Cake,Saturday,No,4,16,Best Seller,2025,2025-04-19
13007,Burger,Saturday,No,4,20,Best Seller,2025,2025-04-19
13008,Lemon Tea,Saturday,Yes,4,32,Best Seller,2025,2025-04-19
13009,Mocha,Saturday,No,4,17,Less Popular,2025,2025-04-19
13010,Spaghetti,Saturday,No,4,19,Best Seller,2025,2025-04-19
13011,French Fries,Saturday,No,4,27,Best Seller,2025,2025-04-19
13012,Green Tea,Saturday,Yes,4,23,Best Seller,2025,2025-04-19
13013,Mineral Water,Saturday,No,4,17,Best Seller,2025,2025-04-19
13014,French Fries,Saturday,Yes,4,37,Best Seller,2025,2025-04-19
13015,Americano,Saturday,No,4,11,Less Popular,2025,2025-04-19
13016,French Fries,Saturday,No,4,30,Best Seller,2025,2025-04-19
13017,Tiramisu,Saturday,No,4,19,Best Seller,2025,2025-04-19
13018,Cappuccino,Saturday,Yes,4,18,Less Popular,2025,2025-04-19
13019,Latte,Saturday,No,4,22,Less Popular,2025,2025-04-19
13020,Chocolate,Saturday,No,4,20,Best Seller,2025,2025-04-19
13021,Affogato,Saturday,No,4,10,Best Seller,2025,2025-04-19
13022,Matcha Latte,Saturday,No,4,25,Best Seller,2025,2025-04-19
13023,Burger,Saturday,No,4,26,Best Seller,2025,2025-04-19
13024,Americano,Saturday,No,4,12,Less Popular,2025,2025-04-19
13025,Mineral Water,Saturday,No,4,21,Best Seller,2025,2025-04-19
13026,Red Velvet Latte,Sunday,Yes,4,20,Best Seller,2025,2025-04-20
13027,Chicken Wings,Sunday,No,4,20,Best Seller,2025,2025-04-20
13028,Chicken Wings,Sunday,No,4,28,Best Seller,2025,2025-04-20
13029,Taro Latte,Sunday,No,4,18,Best Seller,2025,2025-04-20
13030,Muffin,Sunday,Yes,4,23,Best Seller,2025,2025-04-20
13031,Muffin,Sunday,Yes,4,23,Best Seller,2025,2025-04-20
13032,Red Velvet Cake,Sunday,No,4,21,Best Seller,2025,2025-04-20
13033,Iced Americano,Sunday,No,4,19,Less Popular,2025,2025-04-20
13034,Lychee Tea,Sunday,Yes,4,39,Best Seller,2025,2025-04-20
13035,Es Kopi Susu Gula Aren,Sunday,Yes,4,37,Best Seller,2025,2025-04-20
13036,Latte,Sunday,No,4,16,Less Popular,2025,2025-04-20
13037,Affogato,Sunday,No,4,10,Best Seller,2025,2025-04-20
13038,Tiramisu,Sunday,No,4,22,Best Seller,2025,2025-04-20
13039,Sandwich,Sunday,No,4,22,Best Seller,2025,2025-04-20
13040,Chicken Wings,Sunday,Yes,4,25,Best Seller,2025,2025-04-20
13041,Tiramisu,Sunday,No,4,17,Best Seller,2025,2025-04-20
13042,Spaghetti,Sunday,No,4,21,Best Seller,2025,2025-04-20
13043,Flat White,Sunday,No,4,13,Less Popular,2025,2025-04-20
13044,Tiramisu,Sunday,No,4,17,Best Seller,2025,2025-04-20
13045,Iced Latte,Sunday,Yes,4,27,Best Seller,2025,2025-04-20
13046,Taro Latte,Sunday,Yes,4,18,Best Seller,2025,2025-04-20
13047,Tiramisu,Sunday,Yes,4,18,Best Seller,2025,2025-04-20
13048,Affogato,Sunday,Yes,4,12,Best Seller,2025,2025-04-20
13049,Affogato,Sunday,No,4,10,Best Seller,2025,2025-04-20
13050,Cheesecake,Sunday,No,4,16,Best Seller,2025,2025-04-20
13051,Chicken Wings,Sunday,Yes,4,28,Best Seller,2025,2025-04-20
13052,Cheesecake,Monday,No,4,11,Less Popular,2025,2025-04-21
13053,Iced Americano,Monday,No,4,34,Best Seller,2025,2025-04-21
13054,Flat White,Monday,No,4,13,Less Popular,2025,2025-04-21
13055,Cold Brew,Monday,No,4,18,Best Seller,2025,2025-04-21
13056,Brownies,Monday,Yes,4,17,Best Seller,2025,2025-04-21
13057,Cinnamon Roll,Monday,No,4,12,Less Popular,2025,2025-04-21
13058,Muffin,Monday,Yes,4,17,Best Seller,2025,2025-04-21
13059,Macchiato,Monday,No,4,11,Less Popular,2025,2025-04-21
13060,Spaghetti,Monday,No,4,11,Less Popular,2025,2025-04-21
13061,Brownies,Monday,No,4,14,Less Popular,2025,2025-04-21
13062,Matcha Latte,Monday,Yes,4,18,Less Popular,2025,2025-04-21
13063,Taro Latte,Monday,No,4,12,Less Popular,2025,2025-04-21
13064,Latte,Monday,No,4,13,Less Popular,2025,2025-04-21
13065,Macchiato,Monday,Yes,4,19,Best Seller,2025,2025-04-21
13066,Espresso,Monday,No,4,11,Less Popular,2025,2025-04-21
13067,Americano,Monday,No,4,14,Less Popular,2025,2025-04-21
13068,Es Kopi Susu Gula Aren,Monday,No,4,28,Best Seller,2025,2025-04-21
13069,Chicken Wings,Monday,No,4,17,Less Popular,2025,2025-04-21
13070,Cheesecake,Monday,Yes,4,12,Best Seller,2025,2025-04-21
13071,Chicken Wings,Monday,No,4,15,Less Popular,2025,2025-04-21
13072,Brownies,Monday,Yes,4,16,Best Seller,2025,2025-04-21
13073,Tiramisu,Monday,Yes,4,11,Less Popular,2025,2025-04-21
13074,French Fries,Monday,No,4,16,Less Popular,2025,2025-04-21
13075,French Fries,Monday,No,4,17,Less Popular,2025,2025-04-21
13076,Mocha,Monday,No,4,16,Less Popular,2025,2025-04-21
13077,Brownies,Monday,No,4,14,Less Popular,2025,2025-04-21
13078,Cappuccino,Monday,No,4,17,Less Popular,2025,2025-04-21
13079,Cookies,Monday,No,4,15,Less Popular,2025,2025-04-21
13080,Cheesecake,Monday,Yes,4,11,Best Seller,2025,2025-04-21
13081,Cappuccino,Monday,No,4,15,Less Popular,2025,2025-04-21
13082,Cheesecake,Monday,No,4,11,Less Popular,2025,2025-04-21
13083,Tiramisu,Monday,No,4,10,Less Popular,2025,2025-04-21
13084,Matcha Latte,Monday,No,4,12,Less Popular,2025,2025-04-21
13085,Cappuccino,Monday,No,4,15,Less Popular,2025,2025-04-21
13086,Latte,Tuesday,Yes,4,18,Less Popular,2025,2025-04-22
13087,Green Tea,Tuesday,No,4,13,Less Popular,2025,2025-04-22
13088,Cheesecake,Tuesday,Yes,4,10,Best Seller,2025,2025-04-22
13089,Taro Latte,Tuesday,Yes,4,12,Less Popular,2025,2025-04-22
13090,Cappuccino,Tuesday,Yes,4,18,Best Seller,2025,2025-04-22
13091,Cookies,Tuesday,No,4,16,Less Popular,2025,2025-04-22
13092,Sandwich,Tuesday,No,4,12,Less Popular,2025,2025-04-22
13093,French Fries,Tuesday,No,4,21,Less Popular,2025,2025-04-22
13094,Cookies,Tuesday,No,4,16,Less Popular,2025,2025-04-22
13095,Red Velvet Latte,Tuesday,No,4,9,Less Popular,2025,2025-04-22
13096,Macchiato,Tuesday,Yes,4,20,Best Seller,2025,2025-04-22
13097,Green Tea,Tuesday,Yes,4,18,Best Seller,2025,2025-04-22
13098,Muffin,Tuesday,No,4,15,Less Popular,2025,2025-04-22
13099,Lemon Tea,Tuesday,No,4,16,Less Popular,2025,2025-04-22
13100,Lychee Tea,Tuesday,No,4,17,Less Popular,2025,2025-04-22
13101,Tiramisu,Tuesday,No,4,11,Less Popular,2025,2025-04-22
13102,Toast,Tuesday,Yes,4,16,Best Seller,2025,2025-04-22
13103,Macchiato,Tuesday,Yes,4,15,Best Seller,2025,2025-04-22
13104,Spaghetti,Tuesday,Yes,4,13,Less Popular,2025,2025-04-22
13105,Pain au Chocolat,Tuesday,No,4,17,Less Popular,2025,2025-04-22
13106,Americano,Tuesday,No,4,17,Less Popular,2025,2025-04-22
13107,Iced Latte,Tuesday,No,4,20,Best Seller,2025,2025-04-22
13108,Chocolate,Tuesday,No,4,14,Less Popular,2025,2025-04-22
13109,Chicken Wings,Tuesday,No,4,15,Less Popular,2025,2025-04-22
13110,Green Tea,Tuesday,Yes,4,17,Best Seller,2025,2025-04-22
13111,Lemon Tea,Tuesday,No,4,17,Less Popular,2025,2025-04-22
13112,Cinnamon Roll,Tuesday,Yes,4,15,Best Seller,2025,2025-04-22
13113,Burger,Tuesday,No,4,16,Less Popular,2025,2025-04-22
13114,Lemon Tea,Tuesday,Yes,4,31,Best Seller,2025,2025-04-22
13115,Muffin,Tuesday,No,4,16,Less Popular,2025,2025-04-22
13116,Spaghetti,Tuesday,No,4,12,Less Popular,2025,2025-04-22
13117,Croissant,Wednesday,No,4,17,Less Popular,2025,2025-04-23
13118,Americano,Wednesday,Yes,4,24,Best Seller,2025,2025-04-23
13119,Toast,Wednesday,No,4,14,Less Popular,2025,2025-04-23
13120,French Fries,Wednesday,Yes,4,22,Best Seller,2025,2025-04-23
13121,Peach Tea,Wednesday,No,4,18,Less Popular,2025,2025-04-23
13122,Mineral Water,Wednesday,No,4,13,Less Popular,2025,2025-04-23
13123,Brownies,Wednesday,No,4,11,Less Popular,2025,2025-04-23
13124,Vietnamese Coffee,Wednesday,No,4,12,Best Seller,2025,2025-04-23
13125,Toast,Wednesday,Yes,4,20,Best Seller,2025,2025-04-23
13126,Donut,Wednesday,Yes,4,25,Best Seller,2025,2025-04-23
13127,Cookies,Wednesday,Yes,4,18,Best Seller,2025,2025-04-23
13128,Cheesecake,Wednesday,No,4,12,Less Popular,2025,2025-04-23
13129,Sandwich,Wednesday,No,4,12,Less Popular,2025,2025-04-23
13130,Croissant,Wednesday,No,4,18,Less Popular,2025,2025-04-23
13131,Iced Americano,Wednesday,No,4,29,Best Seller,2025,2025-04-23
13132,Tea Latte,Wednesday,Yes,4,10,Less Popular,2025,2025-04-23
13133,Cookies,Wednesday,No,4,13,Less Popular,2025,2025-04-23
13134,Iced Latte,Wednesday,No,4,25,Best Seller,2025,2025-04-23
13135,Cookies,Wednesday,No,4,14,Less Popular,2025,2025-04-23
13136,Lemon Tea,Wednesday,Yes,4,28,Best Seller,2025,2025-04-23
13137,Muffin,Wednesday,No,4,14,Less Popular,2025,2025-04-23
13138,Latte,Wednesday,Yes,4,16,Less Popular,2025,2025-04-23
13139,Cinnamon Roll,Wednesday,No,4,13,Less Popular,2025,2025-04-23
13140,Cookies,Thursday,Yes,4,17,Best Seller,2025,2025-04-24
13141,Chicken Wings,Thursday,No,4,16,Less Popular,2025,2025-04-24
13142,Pain au Chocolat,Thursday,No,4,13,Less Popular,2025,2025-04-24
